tweet_id,text,trust_expressed,anger_expressed,sadness_expressed,surprise_expressed,fear_expressed,disgust_expressed,joy_expressed,anticipation_expressed,trust_evoked,anger_evoked,sadness_evoked,surprise_evoked,fear_evoked,disgust_evoked,joy_evoked,anticipation_evoked
'1479795197697531911,"Kad imaš traume od bivšeg
#NisamPrijavila https://t.co/gT8Me3CVWt",0.078,0.060,0.002,0.062,0.081,0.057,0.062,0.049,0.099,0.012,0.012,0.047,0.009,0.001,0.035,0.017
'1479775823796359171,"Svi javni ličnosti su delili #nisamprijavila , a kad je Jelena prijavila onda svi ćute i ne oglašavaju se. Gde je sad vaša solidarnost i savest? FUJ",0.055,0.131,0.001,0.037,0.048,0.032,0.072,0.042,0.054,0.037,0.017,0.066,0.015,0.048,0.043,0.070
'1479770775901163520,"Okej, da onda ne verujemo svim ženama #NisamPrijavila jer nismo videli to što pišu!? https://t.co/whRcIfKFIL",0.054,0.084,0.078,0.042,0.067,0.034,0.004,0.042,0.014,0.008,0.020,0.056,0.007,0.021,0.071,0.098
'1479766573263040513,"Od “stop nasilju nad ženama”, “nisi sama” do “Karleušu i treba tući”. Probili ste dno drugari! #stopnasilju #NisamPrijavila",0.056,0.085,0.058,0.083,0.060,0.014,0.072,0.057,0.038,0.008,0.018,0.071,0.005,0.005,0.087,0.009
'1479762460487958529,"#nisamprijavila prošle nedelje svi bili sledjeni od toga šta sve žene preživljavaju
Karleuša prijavi nasilje, Srbi: Ako, zaslužila je.” 
Hajde malo saberite se. Nasilje je nasilje bez obzira koja žena je u pitanju. Svaki nasilnik mora da dobije odgovarajuću kaznu
#stopnasilju",0.018,0.140,0.028,0.002,0.012,0.011,0.109,0.001,0.050,0.017,0.067,0.117,0.015,0.028,0.067,0.019
'1479762401696301056,"Nismo ni sumnjali....
#nisamprijavila
#danijelastajnfeld https://t.co/L1X5l4wRK9",0.052,0.093,0.054,0.020,0.138,0.041,0.073,0.044,0.065,0.067,0.022,0.029,0.002,0.006,0.125,0.038
'1479758018451488773,"Каква год да је ситуација код ово двоје, на основу језивих коментара упућених искључиво жени, јасно вам је зашто је у друштву укорењено #nisamprijavila и остаће.",0.029,0.168,0.050,0.000,0.138,0.025,0.041,0.047,0.037,0.017,0.026,0.001,0.018,0.019,0.059,0.027
'1479757386768338948,"@[user] je poslanica, ne dijelimo svi iste stavove kao ona, ali licemjerno je da podržavamo anonimne slučajeve seksizma i nasilja na #nisamprijavila, a kad se nešto desi javnoj ličnosti tražimo opravdanje za seksistu i krivicu u žrtvi ili njenom ponašanju.",0.044,0.115,0.051,0.045,0.100,0.057,0.072,0.043,0.036,0.050,0.021,0.095,0.018,0.003,0.075,0.031
'1479754384728805378,"To pitanje što ga nije ostavila nakon prvog šamara, to vam je sve već objašnjeno pod #nisamprijavila.",0.048,0.080,0.060,0.013,0.077,0.036,0.083,0.051,0.046,0.038,0.019,0.089,0.035,0.055,0.005,0.001
'1479750880928964610,"Zasto #NisamPrijavila 
Ovo je komentar na nasilje  koji slušam godinama, samo drugačije formulisan

#caosvima https://t.co/FqgcaNHQkP",0.003,0.124,0.038,0.015,0.072,0.002,0.044,0.084,0.072,0.017,0.034,0.063,0.076,0.007,0.043,0.048
'1479749470090932225,"Samo me zanima hoće li diva Karleuša krivično da goni muža nasilnika, ili će da prevagne životni stil?
Ako odabere ovo drugo, džaba ste krečili #nisamprijavila",0.057,0.084,0.043,0.006,0.122,0.010,0.077,0.104,0.025,0.026,0.064,0.037,0.087,0.005,0.058,0.012
'1479744062664105987,"@[user] #nisamprijavila danas, a umri kurvo nekoj drugoj već sutra",0.057,0.046,0.090,0.076,0.047,0.037,0.109,0.058,0.108,0.014,0.021,0.066,0.011,0.013,0.047,0.055
'1479743774251270146,@[user] Zgrožena sam. Naročito nakon cele #NisamPrijavila priče. Jaaaadno,0.037,0.124,0.057,0.009,0.039,0.021,0.127,0.104,0.071,0.022,0.045,0.018,0.060,0.009,0.057,0.015
'1479743126067625988,Podrška za #jelenakarleusa isto kao i za svaku osobu #NisamPrijavila Hajde da budemo ljudi i ako smo Srbi...,0.002,0.130,0.076,0.024,0.068,0.005,0.059,0.074,0.051,0.002,0.042,0.098,0.001,0.001,0.042,0.006
'1479735003248570368,"Danas neću o vip avaksu ni reč.
Podrška za ženu Jelenu Karleušu koju je muž fizički zlostavljao.
Kad je nasilje u pitanju, sve smo mi žene iste, bez obzira na profesiju i političko opredeljenje.
Zajedno protiv siledžija!
#prijavinasilje
#nisamprijavila",0.063,0.119,0.047,0.036,0.069,0.015,0.141,0.034,0.007,0.005,0.040,0.078,0.031,0.074,0.084,0.024
'1479726658601033729,@[user] Žena koja je ovde među prvima napisala #nisamprijavila tvit je juče pisala takve grozote o Karleuši i tome što se dogodilo da sam ostala u šoku. A mene malo šta može šokirati.,0.006,0.123,0.067,0.060,0.094,0.038,0.076,0.082,0.045,0.012,0.010,0.099,0.007,0.012,0.071,0.078
'1479722274806714368,"@[user] 👍
Čitala sam sve #NisamPrijavila ... tako počnu.",0.044,0.084,0.063,0.045,0.077,0.014,0.130,0.072,0.069,0.010,0.006,0.048,0.001,0.021,0.046,0.002
'1479717613274116096,"Čitam juče na twitteru salvu uvreda na račun Jelene Karleuše od strane ŽENA a povodom nasilja koje je pretrpela.

Gde su sada svi oni pokreti #MeToo
#NisamPrijavila

Šta kažu Biljana Srbljanović i @[user] 

A da, Karleuša je seljančura.

Ah ta MIZOGINIJA 🤮",0.043,0.095,0.033,0.020,0.104,0.001,0.036,0.130,0.069,0.027,0.010,0.079,0.042,0.037,0.047,0.003
'1479716709183406081,"#NisamPrijavila
Ne znam lika, liči da želi biti demokrata, ali je pobrkao lončiće. Ovako sve kreće, samo u ovoj fazi niko nije previše zabrinut. Zato su i neke žene ovde pristajale na izrugivanje. https://t.co/dJg328Qwss",0.078,0.142,0.032,0.043,0.064,0.034,0.119,0.077,0.050,0.010,0.016,0.066,0.057,0.057,0.037,0.012
'1479709640816537600,"Kroz silne godine linčovanja, ona je branila i štitila NJEGA, BRANILAA JE NJEGAA!? A on nikada nije stao u njezinu odbranu!
Stop nasilju nad ženama! 
#stopnasilju #NisamPrijavila #caosvima #lavica #JK",0.004,0.081,0.020,0.078,0.068,0.038,0.066,0.014,0.073,0.010,0.026,0.039,0.024,0.031,0.077,0.055
'1479703093495410689,"@[user] Mislim da nasilje ne treba da ima veze sa imenom i prezimenom žene koja je pretrpela ili trpi. #NisamPrijavila treba da oživi u svakom smislu jer ne bi počeli godinu sa ženom koja je nažalost ubijena i ženom koja je maltretirana.
Danas JK sutra TI,nasilniku ne treba povod.",0.003,0.102,0.031,0.030,0.111,0.016,0.135,0.024,0.059,0.010,0.044,0.045,0.028,0.018,0.047,0.017
'1479702592779399176,"Drug prijavio policiji nekoliko puta komšiju koji ih uznemirava preglasnom muzikom i koji na sve to bije ženu. Policija zna da je lik psiho i budu u fazonu 'šta je bilo, smiri se, obećaj da nećeš više' i odu. Ne znam da li je ljudima jasno zašto ona nije- #NisamPrijavila",0.027,0.091,0.086,0.057,0.086,0.002,0.123,0.092,0.018,0.010,0.060,0.101,0.026,0.055,0.002,0.047
'1479692210220445696,"#NisamPrijavila 
A ko to i kako oceni kada je zena ""zasluzila"" batine?!",0.068,0.129,0.080,0.004,0.047,0.000,0.147,0.011,0.064,0.003,0.035,0.036,0.047,0.072,0.019,0.057
'1479691968376672258,"Da li Jelena i sama često učestvuje u širenju internalizovane mizoginije? Da, i to često. Ali odgovor na to ne može i ne smije da bude ovakav. 

 Jebeš ti ovaj narod koji može da čita #nisamprijavila tvitove i onda nastavi da širi kulturu nevjerice i opravdavanja nasilja. https://t.co/ztk5xGtX0N",0.006,0.091,0.049,0.044,0.097,0.033,0.052,0.054,0.087,0.025,0.014,0.034,0.023,0.018,0.120,0.014
'1479688171361378305,"Od ""Puna podrška za ispovest #nisamprijavila"" do  ""I ja bih tukla Karleušu jer se druži s Vesićem. Čudi me da je nije ranije prebio!""
O mali moji licemeri, prikriveni nasilnici.",0.012,0.155,0.005,0.009,0.096,0.018,0.115,0.042,0.045,0.018,0.045,0.031,0.019,0.016,0.050,0.019
'1479638555538325505,#NisamPrijavila jer on je moj otac i otac moje četvoro djece... https://t.co/qaPvbvTl9a,0.074,0.092,0.030,0.110,0.097,0.012,0.073,0.033,0.073,0.006,0.015,0.034,0.004,0.055,0.058,0.063
'1479602789638680580,"@[user] @[user] Nikada nisam krila šta sam proživela, osim što ni ja #nisamprijavila. Sada, kada imam ćerkicu, svesnija sam nego ikad koliko je potrebno neprekidno podizati svest o tome i otvoreno govoriti.",0.001,0.109,0.079,0.077,0.086,0.016,0.050,0.059,0.026,0.020,0.025,0.077,0.004,0.005,0.002,0.021
'1479599680342433794,"Prijavile su!!! Prijavi i ti!!! Ne postoji razlog, a ni opravdanje!!! #NisamPrijavila #karleusa #bekvalac #tijanam https://t.co/yYXw1gXqbn",0.038,0.118,0.007,0.033,0.074,0.005,0.063,0.068,0.012,0.027,0.005,0.060,0.048,0.013,0.086,0.001
'1479599218134290438,"Jučer #nisamprijavila a danas ""Pravda za Duska"". Sramite se!",0.087,0.101,0.070,0.015,0.132,0.007,0.136,0.034,0.081,0.006,0.012,0.023,0.074,0.028,0.003,0.074
'1479599140854288384,Ajaooo krecu opet tvitovi #nisamprijavila spasavaj se ko moze,0.013,0.087,0.044,0.038,0.135,0.010,0.042,0.043,0.066,0.003,0.009,0.040,0.037,0.029,0.054,0.061
'1479595714665713669,"Svim devojkama koje se smeju smaru Duska Tosica i pljuju Jelenu zelim da isto osete i da zavrse na #nisamprijavila . ♥️ Rekla sam sta Sam rekla, boli me kurac, sram vas bilo!! #caosvima",0.029,0.087,0.008,0.004,0.087,0.039,0.108,0.027,0.042,0.011,0.008,0.016,0.021,0.021,0.018,0.036
'1479592708456992771,"#NisamPrijavila Ne znam lika, liči da želi biti demokrata, ali je promašio političko opredeljenje... Ima i žena koje su ovo ""nagradile"" lajkom. https://t.co/gizHhfmzHA",0.046,0.131,0.029,0.050,0.060,0.015,0.101,0.046,0.000,0.005,0.010,0.079,0.007,0.028,0.056,0.014
'1479579787387715585,"@[user] pa prilicno razocaravajuce, obzirom na #nisamprijavila od pre neki dan, sta smo sve imali prilike da procitamo.",0.013,0.118,0.057,0.031,0.066,0.039,0.088,0.144,0.026,0.017,0.037,0.092,0.008,0.004,0.029,0.004
'1479578790720413701,"Dobar deo onih koji su podrzali #nisamprijavila sada likuju nad jednom koja ""jeste prijavila"" i to vam je najveci razlog zasto se ne prijavljuje, zato se nasilnici izvlace, zasto je sramota na pogresnoj strani, zasto pravda nije slepa, zasto smo svi zajedno u totalnom kurcu",0.013,0.143,0.016,0.008,0.064,0.067,0.097,0.023,0.041,0.020,0.021,0.143,0.061,0.008,0.007,0.000
'1479578006549061645,"@[user] U pravu si totalno... Do juče #NisamPrijavila tvitovi podrške a danas takav linč na jednu zlostavljanu ženu. Kao društvo smo otišli u onu stvar, sve licemer do licemera. Čast izuzecima naravno.",0.047,0.041,0.051,0.067,0.065,0.063,0.077,0.086,0.005,0.005,0.022,0.039,0.004,0.004,0.133,0.035
'1479568418135285763,"Do prije par dana su odjednom svi suosjećali s #nisamprijavila, a danas se događa potpuno suprotno. Zbog takvih stvari sve više mi se gadi ljudski rod. I dokle god postoje takvi ljudi na ovom govnjivom Balkanu i dalje će žena biti kriva što je silovana",0.015,0.054,0.034,0.027,0.058,0.007,0.105,0.071,0.011,0.008,0.014,0.117,0.020,0.004,0.046,0.038
'1479558183840530437,I posle zašto #NisamPrijavila ! Evo zašto! https://t.co/Ylt9QdYqeb,0.062,0.138,0.049,0.027,0.098,0.058,0.081,0.023,0.054,0.046,0.001,0.029,0.093,0.045,0.064,0.086
'1479541501583577091,"Do juče su se zgražavale na priče iz #NisamPrijavila , a danas pišu da je Duško trebao još ranije da počne da bije Karleušu…ŽENA JE ŽENI NAJVEĆI NEPRIJATELJ!!!",0.066,0.122,0.028,0.007,0.126,0.005,0.116,0.055,0.036,0.032,0.059,0.014,0.073,0.037,0.065,0.045
'1479541451696611328,"Ovo je Srbija, kao što je i #NisamPrijavila, Rio Tinto, Igor Juric i njegovo dete koje razvlače po medijima... Nole brate stvarno imamo teže probleme od toga da li ces da igraš tenis.. https://t.co/WmT0tzYYRP",0.050,0.166,0.024,0.037,0.096,0.031,0.074,0.126,0.017,0.023,0.069,0.054,0.002,0.005,0.081,0.013
'1479540201236189189,@[user] Citam i ne verujem sta citam. A uglavnom to pisu isti oni koji su nedavno pisali sasvim suprotno uz #nisamprijavila Glavni argument im je i ona je maltretirala i pljuvala mnoge. Pa uglavnom nesrecni ljudi tako i lece svoje frustracije. Da ne verujes sta ljudi pisu.,0.009,0.052,0.053,0.069,0.071,0.035,0.060,0.136,0.033,0.001,0.015,0.030,0.038,0.028,0.056,0.050
'1479538126313996289,"Do pre neki dan toliko podrške svim ženama koje su preživele nasilje uz #NisamPrijavila i danas se desilo da Karleuša prijavi nasilje i vi opet idete po starom, nekome je čak i smešno. Nema ničeg smešnog. Žena je žena, nebitno da li je poznata ili ne. Za nasilje nema opravdanja!",0.063,0.105,0.026,0.015,0.101,0.032,0.111,0.000,0.040,0.009,0.029,0.086,0.005,0.039,0.090,0.007
'1479537942414639117,"Podrška Jeleni Karleuši. Ostani lavica do kraja. Mi smo uz tebe.
#stopnasilju
#NisamPrijavila",0.056,0.121,0.007,0.043,0.078,0.014,0.032,0.046,0.008,0.005,0.032,0.039,0.011,0.016,0.082,0.004
'1479535193455304705,"Ceo dan van drustvenih mreza, upalim tv, a na dnevniku N1 Dusko osamario Karleusu. Udjem na tviter a tamo likuji sto je osamario… toliko od #NisamPrijavila i sl.",0.056,0.048,0.000,0.052,0.051,0.025,0.046,0.026,0.004,0.039,0.015,0.030,0.010,0.002,0.054,0.026
'1479534953566199819,"DO JUČE SE ZGRAŽAVALE NA #nisamprijavila , DANAS LIKUJU.
ŽENA ŽENI NAJVEĆI NEPRIJATELJ! https://t.co/kvU4u33S7p",0.071,0.098,0.050,0.069,0.109,0.001,0.072,0.030,0.039,0.017,0.021,0.055,0.068,0.035,0.043,0.053
'1479522423879909380,"Do pre neki dan smo u okviru #NisamPrijavila čitali tvitove ""pa trebalo je da prijavite, svi bi vas podržalii"" i ""ne razumem zašto niste prijavile"" i prvom prilikom kad je neka prijavila vi je pljujete, ne verujete joj ili govorite da je zaslužila. Pa mrš!",0.048,0.112,0.027,0.075,0.092,0.020,0.093,0.054,0.013,0.025,0.028,0.049,0.038,0.013,0.024,0.049
'1479517308842356742,@[user] Niko ne sme da se igra sa #NisamPrijavila. To mora tako.,0.073,0.075,0.043,0.029,0.086,0.002,0.106,0.102,0.072,0.035,0.004,0.018,0.002,0.031,0.046,0.017
'1479507438768472070,"Toliko priče o #NisamPrijavila, danas jedna žena prijavi i evo sprdnje s njom... 🤦‍♂️",0.024,0.102,0.052,0.031,0.070,0.037,0.092,0.088,0.050,0.018,0.010,0.058,0.036,0.016,0.058,0.016
'1479499774718001157,Ogavni komentari na Karleusin racun nakon sto je muza prijavila za zlostavljanje su dovoljan razlog za #NisamPrijavila,0.091,0.161,0.056,0.025,0.065,0.017,0.078,0.068,0.009,0.007,0.026,0.096,0.062,0.073,0.063,0.030
'1479497857497452552,"@[user] Pa šta sad #NisamPrijavila ?!? 
Ne diži ruku, 'muškarčino' 😋",0.021,0.103,0.020,0.024,0.054,0.033,0.117,0.075,0.051,0.044,0.001,0.013,0.048,0.017,0.049,0.046
'1479489674473361411,"I još nešto. Džaba stavljate #NisamPrijavila kada pišete ""Trebao je, neka je"". Ja ne razumijem do koje mjere moraš biti nečovjek da podržavaš nasilje.",0.018,0.116,0.039,0.016,0.170,0.023,0.078,0.117,0.029,0.016,0.054,0.008,0.026,0.031,0.017,0.008
'1479486970854363136,U šta da se kladimo da je Karleuša videla koliko je srpski #meToo #NisamPrijavila postao popularan pa prijavila onog nesrećnog Duška?,0.052,0.042,0.005,0.007,0.135,0.026,0.078,0.059,0.025,0.008,0.029,0.015,0.007,0.058,0.016,0.006
'1479486084027453443,"Al ovi sto su se sprdali i ismijavali na #NisamPrijavila, rade to isto i sa Jelenom Karleušom danas. Jebo vam pas mater koja vas je tako bolesne okotila.",0.031,0.106,0.042,0.011,0.111,0.017,0.064,0.040,0.014,0.022,0.061,0.041,0.075,0.030,0.074,0.001
'1479484097483444228,"Gde je sada talas podrške Jeleni Karleuši?
Ili mislite, da je ona tu vaspitnu... zaslužila?
 #NisamPrijavila",0.066,0.149,0.017,0.003,0.088,0.046,0.107,0.070,0.047,0.059,0.043,0.063,0.047,0.013,0.092,0.074
'1479483996178464781,@[user] Olos licemjerna slade što je Karleusa dobila samare od Duška a do prije nekoliko dana su postavljali #nisamprijavila i davali podršku kako ih nije stid i sram svoje licemjernosti i dvolicnost !!,0.007,0.025,0.048,0.012,0.070,0.011,0.046,0.083,0.002,0.034,0.015,0.059,0.020,0.007,0.043,0.047
'1479475338883256325,"@[user] Mislim da ovo nije trebalo da se desi . Nema veze sa imenom i prezimenom žene koja trpi nasilje već sa ishodom,juče nažalost žena je izgubila život,danas žena prebijena.Mislim da #NisamPrijavila treba da oživi i dobije epilog u ovoj državi.",0.030,0.128,0.035,0.033,0.075,0.045,0.121,0.070,0.017,0.017,0.020,0.002,0.015,0.017,0.018,0.006
'1479473888820187136,"Pre par dana svi #nisamprijavila a danas vec sprdanje sa Karleusom, vi zaista ali zaista niste normalni",0.086,0.094,0.055,0.014,0.106,0.025,0.040,0.044,0.042,0.009,0.002,0.047,0.050,0.014,0.043,0.074
'1479451379357868032,"“Jučer”oni koji su objavljivali #stopnasiljunadženama, #stopinternetbulingu, #nisamprijavila - danas se slade i smiju se tome sto je Duško  navodno udario Jelenu Karleusu,ženu,majku dvoje djece pa tek onda estradnu zvijezdu-je li vas sramota vaše dvoličnosti i zlobe nesretnici!!",0.016,0.180,0.042,0.089,0.049,0.030,0.102,0.001,0.009,0.003,0.044,0.016,0.029,0.016,0.066,0.060
'1479450491213996038,"@[user] licemerno je što su do pre dve nedelje podržavali #nisamprijavila, a sad odjednom krive ženu samo zato što je poznata ličnost koju ne vole",0.056,0.121,0.029,0.064,0.056,0.013,0.086,0.035,0.052,0.011,0.054,0.104,0.004,0.036,0.061,0.037
'1479427616801271812,@[user] Jeca cula da je moderan hashtag #nisamprijavila pa da da svoj doprinos,0.019,0.108,0.023,0.076,0.052,0.051,0.116,0.068,0.065,0.020,0.033,0.071,0.023,0.006,0.026,0.008
'1479243368135892993,"High ranked police officer goes to national tv and justifies rape and murder of a 15 year old girl. 
Cause, see, she was wearing shorts and was outside at 11pm.
Sadly, a big group agrees with him.
Ask me again why I want to run away and never come back.
#nisamprijavila",0.003,0.059,0.017,0.009,0.151,0.026,0.051,0.029,0.012,0.006,0.034,0.035,0.056,0.012,0.039,0.033
'1479212936291926020,"@[user] Ako ti je za utehu prošla sam slično ali obrnuto. u smislu osoba za koju sam imala mini opsesiju je jako slična osobi kojoj je posvećen moj #nisamprijavila tvit. U svakom slučaju, realizacija je ključna posle toga ide malo teško emotivno ali prođe ❤️ bravo što si prekinula odnos",0.003,0.109,0.115,0.047,0.084,0.025,0.077,0.090,0.022,0.042,0.064,0.081,0.033,0.013,0.041,0.031
'1479212328457584641,Zamislite da smo se ovako pobunili za #NisamPrijavila,0.020,0.110,0.100,0.044,0.062,0.083,0.131,0.003,0.049,0.039,0.014,0.049,0.068,0.076,0.040,0.036
'1479167708491137031,"Serbien: #NisamPrijavila – „Ich habe (ihn) nicht angezeigt"" 

Dejana Stosic, Mitarbeiterin des SOS-Frauen-Telefons im serbischen Vranje, hat den Twitter-Hashtag „#NisamPrijavila"" – „Ich habe (ihn) nicht angezeigt"" initiiert.

https://t.co/Jfp4uFOZXK",0.072,0.126,0.022,0.031,0.005,0.026,0.112,0.041,0.062,0.053,0.014,0.012,0.029,0.062,0.043,0.005
'1479138320408010755,"@[user] To si u pravu
Umesto da se u medijima vrti ona tvoja kampanja samopromocije #NisamPrijavila 24/7, sad se vrti Novax...
Što bi rekao narod:
Svakog čuda (sranja) tri dana dosta😁😁",0.007,0.063,0.047,0.055,0.064,0.027,0.057,0.106,0.001,0.033,0.024,0.009,0.032,0.029,0.019,0.065
'1479114014793764868,"@[user] Dačo svaka ti je kao u Njegoša. Mislio sam baš da idem na proteste ali me nekako više boli #nisamprijavila, Igor Jurić i šta rade njegovom pokojnom detetu, Rio Tinto, i tako u nedogled...",0.018,0.133,0.054,0.080,0.026,0.037,0.140,0.069,0.011,0.037,0.055,0.032,0.009,0.005,0.014,0.001
'1479017788505268228,"@[user] Hajde da na ovakve stvari budemo još normalniji i da se još dva puta više borimo. Ovo, #NisamPrijavila i ono što se desilo Vašem i drugoj deci je naša borba a ne da li će Đoković da igra ili neće na AO, zabole me.",0.001,0.116,0.026,0.059,0.111,0.010,0.102,0.123,0.040,0.028,0.014,0.001,0.006,0.005,0.017,0.010
'1479014323758538753,"@[user] Nisam mislio samo na medije, vec medijima smatram i drustvene mreze. Evo kako se rasirio uticaj #NisamPrijavila i eto 25.000 zena koje su reagovale. Onda je vec juce taj mladic uhapsen i priveden na razgovor. Arapsko prolece je krenulo sa Fejsbuka.",0.002,0.128,0.079,0.026,0.056,0.023,0.120,0.144,0.002,0.015,0.064,0.061,0.034,0.001,0.084,0.004
